months_as_customer,age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,fraud_reported,claim_severity_ratio,injury_ratio,vehicle_ratio,from_bind_to_incident_months,is_high_risk_hobby,incident_severity_encoded,claim_x_tenure
54,35,100/300,500,1261.28,0,FEMALE,protective-serv,unmarried,68500,-42100,Multi-vehicle Collision,Side Collision,Fire,VA,21,3,YES,2,0,Unknown,79090,Nissan,0,62.70613979449448,0.18181818181818182,0.7272727272727273,52,0,1,4112680
144,35,100/300,500,1427.46,0,MALE,machine-op-inspct,wife,0,0,Multi-vehicle Collision,Side Collision,Police,WV,3,3,Unknown,0,0,Unknown,87900,Dodge,0,61.57790761212223,0.2,0.7,257,1,2,22590300
92,32,500/1000,500,1592.41,0,MALE,prof-specialty,husband,58900,-29100,Single Vehicle Collision,Rear Collision,Ambulance,WV,22,1,Unknown,2,3,YES,53400,Jeep,0,33.53407727909269,0.1,0.8,204,0,3,10893600
173,36,250/500,1000,1274.63,0,MALE,machine-op-inspct,unmarried,51000,0,Single Vehicle Collision,Rear Collision,Fire,SC,22,1,YES,2,3,NO,52030,Accura,0,40.819688850882216,0.18181818181818182,0.6363636363636364,89,0,3,4630670
436,60,250/500,500,1362.31,0,MALE,prof-specialty,wife,67600,-65300,Single Vehicle Collision,Front Collision,Ambulance,VA,16,1,NO,0,2,NO,82060,Saab,0,60.23592280758418,0.18181818181818182,0.7272727272727273,272,0,1,22320320
155,35,250/500,1000,919.37,0,FEMALE,protective-serv,not-in-family,83600,0,Single Vehicle Collision,Front Collision,Ambulance,NY,0,1,Unknown,0,3,Unknown,48360,Nissan,0,52.60123780414849,0.16666666666666666,0.6666666666666666,257,0,1,12428520
78,31,250/500,1000,1377.23,0,FEMALE,armed-forces,unmarried,72600,0,Multi-vehicle Collision,Side Collision,Other,NY,1,3,Unknown,2,1,Unknown,52290,Nissan,0,37.96751450375028,0.1111111111111111,0.6666666666666666,286,0,1,14954940
440,57,100/300,1000,995.55,5000000,MALE,protective-serv,wife,51500,-52100,Multi-vehicle Collision,Rear Collision,Police,SC,19,3,YES,0,3,Unknown,68200,Jeep,1,68.50484656722415,0.18181818181818182,0.6363636363636364,94,0,2,6410800
264,43,100/300,500,1508.12,6000000,MALE,craft-repair,wife,0,0,Multi-vehicle Collision,Rear Collision,Other,NY,0,3,Unknown,2,1,NO,60750,Jeep,1,40.281940429143575,0.2222222222222222,0.6666666666666666,56,0,2,3402000
66,30,500/1000,500,484.67,0,FEMALE,adm-clerical,wife,21100,-60800,Multi-vehicle Collision,Front Collision,Fire,SC,2,3,Unknown,0,2,YES,65560,Volkswagen,1,135.2672952730724,0.18181818181818182,0.6363636363636364,139,0,2,9112840
366,50,500/1000,1000,1561.41,0,FEMALE,handlers-cleaners,husband,21200,0,Multi-vehicle Collision,Rear Collision,Police,NY,5,3,YES,1,3,NO,70290,Mercedes,0,45.017003861894054,0.18181818181818182,0.6363636363636364,293,0,1,20594970
188,37,100/300,500,1457.21,0,FEMALE,adm-clerical,own-child,46300,0,Single Vehicle Collision,Rear Collision,Ambulance,SC,6,1,Unknown,2,0,YES,45000,Suburu,0,30.880929996362912,0.1111111111111111,0.7777777777777778,243,0,3,10935000
224,39,500/1000,1000,1128.71,0,FEMALE,prof-specialty,other-relative,0,-47100,Multi-vehicle Collision,Rear Collision,Fire,VA,21,3,YES,2,1,Unknown,61800,Suburu,0,54.75277086231184,0.2,0.7,31,0,3,1915800
253,46,100/300,500,1358.2,0,FEMALE,transport-moving,husband,52900,0,Multi-vehicle Collision,Front Collision,Ambulance,NY,11,3,YES,0,0,NO,64570,Jeep,0,47.5408629067884,0.09090909090909091,0.7272727272727273,105,0,2,6779850
446,61,100/300,1000,1232.79,0,FEMALE,adm-clerical,unmarried,49900,-62100,Single Vehicle Collision,Rear Collision,Other,VA,3,1,YES,2,0,YES,70500,Suburu,0,57.18735551067092,0.1,0.7,189,0,1,13324500
169,37,100/300,1000,936.19,0,MALE,armed-forces,other-relative,70600,-48500,Multi-vehicle Collision,Side Collision,Police,SC,4,3,Unknown,2,1,YES,57900,Audi,0,61.84642006430318,0.3,0.6,157,0,3,9090300
255,46,250/500,500,1302.34,0,FEMALE,prof-specialty,own-child,0,-52600,Multi-vehicle Collision,Front Collision,Fire,WV,2,3,NO,1,0,NO,57860,Volkswagen,0,44.42772240735906,0.09090909090909091,0.7272727272727273,97,0,1,5612420
209,39,100/300,500,1264.99,0,MALE,transport-moving,husband,67800,0,Single Vehicle Collision,Side Collision,Fire,VA,22,1,Unknown,1,1,NO,37800,Chevrolet,0,29.881659143550543,0.2222222222222222,0.6666666666666666,216,0,1,8164800
210,37,500/1000,500,1467.76,0,FEMALE,tech-support,own-child,38700,-33100,Single Vehicle Collision,Front Collision,Ambulance,NY,8,1,Unknown,1,3,YES,63300,Toyota,0,43.12694173434349,0.1,0.8,31,0,3,1962300
174,33,250/500,2000,1124.43,0,FEMALE,farming-fishing,own-child,0,0,Multi-vehicle Collision,Rear Collision,Ambulance,WV,14,3,YES,0,1,YES,44200,Saab,0,39.308805350266354,0.2,0.7,9,0,3,397800
70,28,250/500,1000,1319.81,0,MALE,machine-op-inspct,husband,67200,-59400,Multi-vehicle Collision,Side Collision,Police,WV,14,4,NO,1,0,YES,31680,Toyota,0,24.00345504277131,0.1111111111111111,0.7777777777777778,135,0,1,4276800
89,32,100/300,2000,1482.53,0,FEMALE,tech-support,not-in-family,49100,-45100,Parked Car,Unknown,Police,WV,5,1,YES,1,2,Unknown,100,Audi,0,0.06745226066251611,0.1,0.7,0,0,0,0
458,61,100/300,1000,1328.18,0,FEMALE,protective-serv,other-relative,53000,0,Single Vehicle Collision,Front Collision,Fire,WV,18,1,NO,2,1,NO,56340,Volkswagen,0,42.41894923880799,0.1111111111111111,0.7777777777777778,266,0,1,14986440
239,40,100/300,500,1463.95,0,FEMALE,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Police,NC,20,3,Unknown,0,0,YES,69740,Dodge,0,47.63823901089518,0.09090909090909091,0.8181818181818182,122,0,3,8508280
161,38,100/300,2000,1133.85,0,MALE,priv-house-serv,not-in-family,60200,0,Multi-vehicle Collision,Front Collision,Police,WV,0,3,YES,2,2,YES,60480,Volkswagen,0,53.34038894033603,0.08333333333333333,0.6666666666666666,132,0,3,7983360
446,61,500/1000,1000,1037.32,0,FEMALE,tech-support,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Police,NC,1,3,Unknown,2,1,NO,80880,Nissan,0,77.97015385801875,0.08333333333333333,0.75,108,0,1,8735040
476,61,250/500,1000,1562.8,0,FEMALE,handlers-cleaners,not-in-family,42800,-68200,Single Vehicle Collision,Front Collision,Fire,WV,10,1,Unknown,1,2,YES,49390,Suburu,0,31.603532121832608,0.18181818181818182,0.7272727272727273,261,0,3,12890790
70,29,100/300,1000,1425.79,0,FEMALE,armed-forces,other-relative,62400,-52300,Single Vehicle Collision,Front Collision,Ambulance,NC,12,1,NO,0,3,Unknown,69360,Dodge,0,48.646715154405626,0.16666666666666666,0.6666666666666666,96,0,1,6658560
233,41,500/1000,2000,1615.14,0,FEMALE,tech-support,other-relative,67100,0,Vehicle Theft,Unknown,,NY,6,1,NO,0,1,Unknown,3740,Chevrolet,0,2.3155887415332415,0.18181818181818182,0.6363636363636364,208,0,1,777920
122,33,250/500,500,1236.5,0,MALE,other-service,husband,0,-48700,Parked Car,Unknown,,NY,1,1,NO,0,1,NO,5060,Nissan,0,4.092195713708047,0.09090909090909091,0.7272727272727273,284,0,0,1437040
335,48,500/1000,2000,1017.97,0,FEMALE,machine-op-inspct,wife,59900,-34800,Multi-vehicle Collision,Front Collision,Police,WV,21,3,NO,0,0,YES,35860,BMW,1,35.22697132528464,0.09090909090909091,0.7272727272727273,233,1,3,8355380
257,40,100/300,2000,1306.0,0,MALE,machine-op-inspct,husband,46100,-46900,Multi-vehicle Collision,Front Collision,Ambulance,NY,3,3,YES,2,1,Unknown,50050,Ford,1,38.32312404287902,0.15384615384615385,0.7692307692307693,180,1,2,9009000
85,27,500/1000,2000,1174.14,0,MALE,priv-house-serv,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Fire,NY,14,4,YES,0,0,NO,59070,Toyota,0,50.30916245081506,0.18181818181818182,0.7272727272727273,222,0,1,13113540
133,30,500/1000,1000,1231.01,0,MALE,adm-clerical,husband,0,-31700,Multi-vehicle Collision,Front Collision,Fire,SC,19,3,NO,1,2,Unknown,28440,Dodge,0,23.10298047944371,0.1111111111111111,0.7777777777777778,112,0,1,3185280
119,34,250/500,500,1299.18,0,FEMALE,tech-support,wife,57100,0,Single Vehicle Collision,Front Collision,Fire,OH,7,1,YES,2,1,YES,45540,Honda,1,35.052879508613124,0.18181818181818182,0.6363636363636364,36,0,2,1639440
169,34,100/300,500,1469.75,0,FEMALE,sales,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Fire,VA,0,1,Unknown,0,0,YES,38700,Volkswagen,0,26.33100867494472,0.2,0.7,221,0,1,8552700
225,39,250/500,500,1390.72,0,MALE,tech-support,other-relative,83900,-52100,Parked Car,Unknown,,SC,6,1,YES,2,1,YES,5830,Nissan,0,4.192073170731708,0.18181818181818182,0.7272727272727273,226,0,0,1317580
84,32,500/1000,500,1694.09,7000000,FEMALE,prof-specialty,husband,0,0,Single Vehicle Collision,Rear Collision,Other,NY,0,1,YES,0,2,Unknown,57240,BMW,1,33.788051402227744,0.08333333333333333,0.75,166,1,3,9501840
169,39,100/300,2000,1140.15,0,MALE,armed-forces,husband,0,-36800,Multi-vehicle Collision,Rear Collision,Police,VA,9,3,YES,0,3,NO,46200,Suburu,0,40.520984081041966,0.09090909090909091,0.7272727272727273,159,0,3,7345800
124,32,100/300,1000,1310.71,0,FEMALE,farming-fishing,wife,29300,0,Single Vehicle Collision,Side Collision,Ambulance,NY,23,1,YES,0,1,NO,57700,Toyota,0,44.02194230607839,0.1,0.8,102,0,3,5885400
320,48,250/500,2000,1730.49,7000000,MALE,transport-moving,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Fire,WV,13,3,NO,2,0,NO,56160,Saab,0,32.45323578870725,0.08333333333333333,0.75,20,0,1,1123200
297,47,250/500,500,1616.65,7000000,MALE,adm-clerical,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Fire,WV,0,3,Unknown,0,3,YES,44400,Jeep,0,27.464200661862492,0.125,0.75,61,0,3,2708400
421,56,100/300,500,1935.85,4000000,MALE,machine-op-inspct,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Ambulance,NY,7,1,Unknown,2,3,Unknown,92730,Mercedes,1,47.90143864452308,0.18181818181818182,0.7272727272727273,298,0,2,27633540
136,33,250/500,1000,855.14,0,FEMALE,craft-repair,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Fire,NC,23,1,YES,0,1,YES,30700,Toyota,0,35.90055429520312,0.1,0.7,152,0,1,4666400
46,24,250/500,2000,1568.47,4000000,FEMALE,armed-forces,unmarried,46800,0,Single Vehicle Collision,Side Collision,Fire,NY,7,1,NO,2,0,Unknown,56600,Toyota,0,36.086122144510256,0.2,0.7,191,0,2,10810600
34,24,500/1000,2000,1550.53,0,FEMALE,armed-forces,own-child,0,-27700,Parked Car,Unknown,,VA,20,1,YES,0,1,Unknown,3960,Audi,0,2.553965418276331,0.16666666666666666,0.6666666666666666,43,0,0,170280
95,30,250/500,2000,1370.92,0,MALE,transport-moving,unmarried,48900,0,Single Vehicle Collision,Rear Collision,Police,SC,22,1,YES,0,3,Unknown,34800,Accura,0,25.384413386630875,0.1,0.7,238,0,1,8282400
140,36,250/500,500,1363.59,0,FEMALE,armed-forces,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Other,NY,10,3,Unknown,2,0,YES,79500,Chevrolet,0,58.30198226739709,0.1,0.8,285,0,1,22657500
200,34,250/500,1000,828.42,3000000,FEMALE,prof-specialty,other-relative,0,0,Single Vehicle Collision,Front Collision,Police,NY,10,1,Unknown,2,2,NO,56000,Chevrolet,0,67.59856111634195,0.1,0.8,157,0,3,8792000
123,29,250/500,500,1209.63,0,FEMALE,machine-op-inspct,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Ambulance,NC,17,1,YES,1,0,YES,73260,Volkswagen,1,60.56397410778502,0.2222222222222222,0.7777777777777778,29,1,1,2124540
267,46,250/500,2000,1111.17,0,MALE,craft-repair,unmarried,35000,0,Parked Car,Unknown,,WV,3,1,YES,2,3,YES,4950,Toyota,0,4.454763897513431,0.18181818181818182,0.7272727272727273,125,0,0,618750
290,42,500/1000,500,989.97,0,MALE,machine-op-inspct,own-child,32500,0,Single Vehicle Collision,Rear Collision,Ambulance,WV,10,1,NO,0,1,NO,48000,Saab,0,48.486317767205065,0.1,0.7,12,0,1,576000
45,37,250/500,1000,1114.23,0,MALE,prof-specialty,wife,0,0,Single Vehicle Collision,Side Collision,Fire,SC,1,1,YES,0,1,YES,52200,Nissan,0,46.848496270967395,0.2,0.7,36,0,2,1879200
186,38,250/500,2000,1347.31,0,FEMALE,protective-serv,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Ambulance,NY,1,3,NO,2,3,Unknown,73800,Audi,0,54.77581254499707,0.16666666666666666,0.6666666666666666,78,0,1,5756400
135,34,250/500,2000,1687.53,0,FEMALE,protective-serv,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Fire,NC,7,1,Unknown,1,2,NO,78200,Audi,0,46.339916919995495,0.2,0.7,200,0,3,15640000
110,33,250/500,1000,1183.48,0,MALE,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Ambulance,VA,19,1,Unknown,2,3,NO,55200,Saab,1,46.64210633048298,0.25,0.5833333333333334,237,0,2,13082400
259,43,500/1000,2000,1537.13,0,FEMALE,handlers-cleaners,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Other,NY,3,3,NO,0,2,YES,57060,Ford,0,37.1211283365753,0.1111111111111111,0.7777777777777778,274,0,3,15634440
114,30,250/500,1000,1173.25,0,FEMALE,protective-serv,husband,0,-34700,Vehicle Theft,Unknown,,WV,3,1,NO,0,3,YES,4680,Chevrolet,0,3.988919667590028,0.1111111111111111,0.7777777777777778,91,0,1,425880
404,56,250/500,1000,1361.16,4000000,FEMALE,transport-moving,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Ambulance,VA,23,1,NO,2,0,YES,53100,Accura,1,39.01084369214493,0.1,0.8,57,1,1,3026700
282,48,500/1000,2000,1422.56,7000000,FEMALE,prof-specialty,husband,26900,-55300,Vehicle Theft,Unknown,,WV,7,1,Unknown,1,2,NO,3520,Accura,0,2.4744123270723204,0.18181818181818182,0.7272727272727273,286,0,1,1006720
57,25,500/1000,2000,1143.06,0,FEMALE,tech-support,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Ambulance,VA,0,3,NO,0,1,YES,72900,Nissan,0,63.77617972809826,0.2,0.6,227,0,3,16548300
215,38,250/500,500,1405.71,0,FEMALE,craft-repair,unmarried,0,0,Single Vehicle Collision,Rear Collision,Police,SC,10,1,Unknown,0,1,NO,70700,Volkswagen,0,50.29486878516906,0.1,0.7,59,0,3,4171300
140,30,100/300,500,1354.2,0,FEMALE,adm-clerical,wife,100500,0,Multi-vehicle Collision,Side Collision,Other,SC,4,4,Unknown,0,0,Unknown,60170,Nissan,0,44.43213705508787,0.09090909090909091,0.7272727272727273,7,0,1,421190
250,42,100/300,500,1055.6,0,MALE,exec-managerial,husband,69500,-40700,Single Vehicle Collision,Rear Collision,Other,SC,16,1,Unknown,1,1,Unknown,74800,Ford,1,70.86017430845018,0.18181818181818182,0.7272727272727273,121,0,2,9050800
286,41,250/500,1000,999.43,0,MALE,prof-specialty,wife,25800,0,Vehicle Theft,Unknown,Police,WV,3,1,YES,2,0,Unknown,4100,Chevrolet,0,4.102338332849724,0.2,0.7,172,0,0,705200
356,47,250/500,2000,1155.97,0,MALE,prof-specialty,husband,0,0,Single Vehicle Collision,Side Collision,Other,SC,5,1,YES,0,3,Unknown,61490,Dodge,0,53.193421974618715,0.09090909090909091,0.7272727272727273,114,0,1,7009860
65,29,250/500,1000,1726.91,0,MALE,other-service,own-child,0,0,Vehicle Theft,Unknown,,VA,14,1,Unknown,0,0,Unknown,7200,Audi,0,4.169296604918611,0.1,0.7,293,0,0,2109600
187,34,500/1000,500,1232.57,0,FEMALE,machine-op-inspct,not-in-family,59500,0,Multi-vehicle Collision,Side Collision,Fire,NY,7,3,Unknown,0,0,Unknown,45100,Nissan,0,36.59021394322432,0.18181818181818182,0.7272727272727273,142,0,1,6404200
386,53,250/500,500,1078.65,0,MALE,craft-repair,not-in-family,36800,0,Single Vehicle Collision,Front Collision,Police,WV,16,1,Unknown,2,3,YES,66660,Honda,0,61.79947156167431,0.18181818181818182,0.7272727272727273,86,0,1,5732760
197,41,500/1000,1000,1324.78,0,FEMALE,prof-specialty,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Police,NC,6,1,NO,2,2,YES,76400,Volkswagen,1,57.66995274687118,0.2,0.7,222,0,2,16960800
166,37,250/500,500,1518.54,0,FEMALE,craft-repair,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Ambulance,PA,10,1,YES,1,1,NO,58300,Ford,0,38.39213981850988,0.18181818181818182,0.6363636363636364,241,0,3,14050300
293,49,100/300,2000,1239.06,0,FEMALE,transport-moving,husband,34900,0,Single Vehicle Collision,Front Collision,Police,SC,19,1,Unknown,1,1,Unknown,57310,Volkswagen,0,46.25280454538118,0.09090909090909091,0.7272727272727273,229,0,3,13123990
179,32,500/1000,2000,1246.68,0,FEMALE,priv-house-serv,own-child,0,0,Single Vehicle Collision,Front Collision,Fire,NY,10,1,Unknown,0,1,Unknown,53100,Suburu,0,42.59312734623159,0.1111111111111111,0.7777777777777778,217,0,1,11522700
76,24,250/500,1000,1622.67,0,FEMALE,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Ambulance,WV,6,3,NO,1,1,Unknown,74700,Suburu,0,46.03523821849174,0.2,0.7,44,0,3,3286800
105,28,250/500,500,1082.36,0,FEMALE,prof-specialty,own-child,0,0,Multi-vehicle Collision,Rear Collision,Fire,SC,12,3,NO,2,2,NO,60500,Audi,0,55.896374588861384,0.2,0.7,229,0,2,13854500
97,26,250/500,1000,1270.55,0,MALE,protective-serv,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Other,NC,10,3,YES,2,3,NO,84920,Jeep,1,66.83719648970919,0.09090909090909091,0.7272727272727273,206,1,3,17493520
148,36,500/1000,1000,1236.32,5000000,FEMALE,adm-clerical,own-child,55100,0,Single Vehicle Collision,Side Collision,Police,PA,0,1,NO,2,0,NO,61050,Dodge,0,49.380419308916785,0.09090909090909091,0.7272727272727273,228,0,3,13919400
77,26,250/500,2000,785.82,0,MALE,exec-managerial,other-relative,49700,0,Multi-vehicle Collision,Rear Collision,Police,NY,12,3,YES,2,0,Unknown,69080,Audi,1,87.90817235499223,0.18181818181818182,0.7272727272727273,79,0,2,5457320
295,46,250/500,500,1265.84,0,FEMALE,prof-specialty,own-child,52200,-44500,Vehicle Theft,Unknown,,VA,10,1,YES,1,3,YES,4560,Nissan,0,3.6023510080262913,0.16666666666666666,0.75,61,0,1,278160
126,28,250/500,500,1508.9,0,FEMALE,machine-op-inspct,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Police,WV,3,4,NO,0,1,Unknown,67800,Ford,0,44.93339518854795,0.16666666666666666,0.6666666666666666,275,0,3,18645000
132,32,250/500,2000,1106.84,0,MALE,other-service,wife,43100,-31900,Vehicle Theft,Unknown,Police,SC,21,1,YES,1,1,YES,5600,Suburu,0,5.059448520111308,0.2,0.7,205,0,1,1148000
370,55,500/1000,2000,1389.13,7000000,MALE,other-service,wife,0,-53200,Vehicle Theft,Unknown,,NC,6,1,Unknown,0,2,Unknown,9000,Mercedes,0,6.4788752672536045,0.1,0.7,25,0,1,225000
257,43,100/300,1000,974.84,0,FEMALE,transport-moving,other-relative,52100,0,Single Vehicle Collision,Rear Collision,Police,VA,0,1,NO,0,1,YES,85320,Nissan,0,87.52205490131713,0.25,0.6666666666666666,273,0,3,23292360
9,24,100/300,2000,1304.46,0,FEMALE,machine-op-inspct,other-relative,51700,-33300,Vehicle Theft,Unknown,,NC,6,1,NO,0,3,YES,5940,Audi,1,4.553608389678487,0.09090909090909091,0.7272727272727273,152,0,0,902880
185,34,250/500,500,1257.36,0,FEMALE,armed-forces,husband,0,0,Multi-vehicle Collision,Side Collision,Fire,SC,20,3,YES,1,1,Unknown,51370,BMW,1,40.85544315072851,0.18181818181818182,0.7272727272727273,58,0,2,2979460
234,43,250/500,500,1257.04,0,MALE,protective-serv,own-child,0,-48800,Single Vehicle Collision,Rear Collision,Police,SC,4,1,NO,2,2,YES,51600,Dodge,0,41.04881308470693,0.2,0.7,299,0,2,15428400
253,44,100/300,2000,719.52,0,FEMALE,farming-fishing,own-child,45800,0,Parked Car,Unknown,,SC,9,1,NO,0,3,Unknown,5400,Chevrolet,0,7.5050033355570385,0.1111111111111111,0.7777777777777778,93,0,0,502200
233,39,500/1000,2000,1524.18,0,MALE,craft-repair,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Fire,SC,20,3,Unknown,1,0,YES,48870,Saab,0,32.06314214856513,0.1111111111111111,0.7777777777777778,168,0,1,8210160
274,44,500/1000,500,1395.58,0,FEMALE,tech-support,husband,0,0,Vehicle Theft,Unknown,Police,WV,7,1,NO,2,1,Unknown,5590,BMW,0,4.005503088321702,0.15384615384615385,0.6923076923076923,101,0,1,564590
297,48,500/1000,1000,1243.68,0,MALE,protective-serv,wife,0,-71400,Multi-vehicle Collision,Front Collision,Other,NY,18,3,Unknown,0,2,Unknown,54960,Toyota,1,44.19143187958317,0.125,0.875,6,0,2,329760
273,47,500/1000,1000,1189.04,0,FEMALE,prof-specialty,own-child,59600,0,Multi-vehicle Collision,Side Collision,Police,VA,0,3,NO,1,3,Unknown,39800,Jeep,0,33.47238108053556,0.2,0.7,39,0,1,1552200
147,37,500/1000,2000,1375.29,0,FEMALE,armed-forces,own-child,0,0,Multi-vehicle Collision,Side Collision,Ambulance,SC,11,3,Unknown,0,1,Unknown,56160,Ford,1,40.835023885871344,0.1111111111111111,0.7777777777777778,21,1,2,1179360
285,42,100/300,500,1389.13,0,MALE,priv-house-serv,not-in-family,63100,-79400,Single Vehicle Collision,Side Collision,Fire,VA,13,1,NO,0,3,Unknown,52700,Toyota,0,37.93741406491833,0.1,0.7,286,0,3,15072200
289,43,500/1000,1000,1387.51,0,FEMALE,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Fire,NY,19,3,YES,1,3,Unknown,68580,Jeep,0,49.42667079876902,0.1111111111111111,0.7777777777777778,144,0,1,9875520
427,60,100/300,1000,1178.61,7000000,MALE,craft-repair,own-child,0,-54400,Single Vehicle Collision,Side Collision,Ambulance,NY,23,1,YES,1,2,YES,90860,Volkswagen,1,77.09081036135788,0.14285714285714285,0.6428571428571429,110,0,2,9994600
380,53,250/500,2000,1166.62,6000000,MALE,priv-house-serv,wife,0,0,Parked Car,Unknown,Police,NC,23,1,NO,0,3,NO,5700,Saab,0,4.88590972210317,0.1,0.8,44,0,0,250800
13,21,100/300,1000,1556.31,0,MALE,prof-specialty,not-in-family,0,-75000,Multi-vehicle Collision,Side Collision,Police,NY,19,3,YES,2,0,YES,94930,Accura,0,60.99684510155432,0.09090909090909091,0.8181818181818182,99,0,3,9398070
282,43,250/500,500,1452.27,0,MALE,farming-fishing,not-in-family,75800,0,Single Vehicle Collision,Side Collision,Ambulance,SC,19,1,NO,1,2,NO,46800,Audi,1,32.225412629882875,0.1,0.7,101,0,2,4726800
312,47,500/1000,1000,1212.07,0,FEMALE,exec-managerial,wife,66900,-51800,Multi-vehicle Collision,Side Collision,Fire,NY,17,3,NO,2,3,NO,56320,Mercedes,0,46.46596318694465,0.125,0.75,152,0,3,8560640
266,46,100/300,2000,1578.54,0,MALE,handlers-cleaners,husband,0,-41400,Single Vehicle Collision,Front Collision,Fire,WV,18,1,NO,1,3,YES,83490,Nissan,0,52.89064578661295,0.09090909090909091,0.7272727272727273,71,1,1,5927790
30,36,500/1000,500,1488.26,0,FEMALE,machine-op-inspct,wife,0,-63500,Multi-vehicle Collision,Side Collision,Police,WV,17,3,NO,2,2,Unknown,57900,Saab,0,38.904492494591,0.1,0.8,165,0,3,9553500
198,36,250/500,1000,1096.39,0,MALE,armed-forces,own-child,0,0,Multi-vehicle Collision,Rear Collision,Fire,SC,11,3,Unknown,1,3,YES,49410,Audi,0,45.066080500551806,0.1111111111111111,0.7777777777777778,167,0,3,8251470
290,45,500/1000,2000,1215.36,0,MALE,tech-support,own-child,54400,0,Multi-vehicle Collision,Side Collision,Fire,WV,22,3,Unknown,0,1,NO,66200,Suburu,0,54.46945760926804,0.1,0.8,254,0,1,16814800
260,46,100/300,2000,1482.57,0,MALE,priv-house-serv,husband,35000,0,Single Vehicle Collision,Front Collision,Fire,NY,7,1,NO,0,1,NO,64080,Toyota,0,43.22224245735446,0.16666666666666666,0.6666666666666666,300,0,1,19224000
233,43,250/500,1000,954.18,0,FEMALE,tech-support,other-relative,0,0,Multi-vehicle Collision,Side Collision,Other,SC,17,3,Unknown,2,3,YES,42500,Nissan,0,44.540862311094344,0.2,0.7,176,0,1,7480000
130,30,500/1000,2000,1193.4,0,MALE,exec-managerial,own-child,0,-40800,Multi-vehicle Collision,Side Collision,Other,SC,16,3,NO,2,3,Unknown,48950,Suburu,0,41.0172616054969,0.18181818181818182,0.7272727272727273,29,0,3,1419550
230,42,100/300,1000,1023.11,0,FEMALE,adm-clerical,own-child,0,-45300,Multi-vehicle Collision,Rear Collision,Other,NY,13,3,NO,1,2,YES,58850,Accura,0,57.52069669927965,0.18181818181818182,0.6363636363636364,122,0,1,7179700
212,40,500/1000,1000,1524.45,0,FEMALE,other-service,husband,73200,0,Multi-vehicle Collision,Side Collision,Other,NY,17,3,YES,0,2,YES,82400,Nissan,0,54.05228115057889,0.1,0.8,144,0,1,11865600
299,44,500/1000,1000,1653.32,0,FEMALE,other-service,other-relative,0,-48800,Single Vehicle Collision,Rear Collision,Ambulance,WV,3,1,YES,2,0,Unknown,54240,Suburu,0,32.80671618319503,0.125,0.75,74,0,1,4013760
91,26,250/500,1000,1022.46,0,FEMALE,armed-forces,other-relative,52700,0,Multi-vehicle Collision,Front Collision,Other,SC,15,3,Unknown,0,2,Unknown,74200,Jeep,0,72.57007609099622,0.1,0.8,184,0,1,13652800
398,53,100/300,2000,1396.43,0,FEMALE,priv-house-serv,unmarried,21500,0,Single Vehicle Collision,Front Collision,Fire,WV,16,1,YES,2,1,Unknown,47430,Toyota,0,33.96518264431443,0.1111111111111111,0.7777777777777778,289,0,3,13707270
218,43,250/500,500,1521.55,0,FEMALE,priv-house-serv,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Fire,SC,18,1,Unknown,1,3,YES,68200,Dodge,1,44.822713680128814,0.2,0.7,226,0,2,15413200
152,33,100/300,1000,1034.27,0,FEMALE,armed-forces,husband,0,0,Single Vehicle Collision,Front Collision,Fire,NY,18,1,NO,1,0,NO,63900,Accura,0,61.78270664333298,0.1111111111111111,0.7777777777777778,163,0,1,10415700
212,39,100/300,1000,1255.35,0,FEMALE,protective-serv,not-in-family,60300,-58900,Multi-vehicle Collision,Rear Collision,Ambulance,NY,22,2,NO,0,3,YES,59300,Dodge,0,47.237822121320754,0.2,0.7,58,0,3,3439400
